NO3_4mM_1	NO3_4mM_2	NO3_12mM_1	NO3_12mM_2
HaLaN_01983	0	0	32.010262	24.854641
HaLaN_01984	768.665161	720.705505	703.259644	602.186035
HaLaN_01986	0	0	111.067215	77.045761
HaLaN_01992	0	0	7.318202	13.294841
HaLaN_01994	0	0	19.339872	19.61668
HaLaN_01995	0	0	6.845484	18.456469
HaLaN_02000	0	0	36.824963	43.267693
HaLaN_02003	0	0	8.689506	21.877605
HaLaN_02004	0	0	22.113611	41.111572
HaLaN_02006	0	0	2.849601	5.289193
HaLaN_02013	0	0	62.053822	63.061253
HaLaN_02014	0	0	19.318649	13.838123
HaLaN_02016	192.725708	249.059082	187.245544	159.849442
HaLaN_02017	0	0	14.170783	8.995934
HaLaN_02022	0	0	2.572494	2.047832
HaLaN_02028	223.656738	206.467361	117.825485	131.111252
HaLaN_02029	0	0	9.738814	13.680545
HaLaN_02033	952.427429	1211.572021	724.885742	654.872437
HaLaN_02034	1091.557373	806.643921	549.767517	474.90274
HaLaN_02035	0	0	15.4768	11.096731
HaLaN_02043	0	0	13.471605	19.630291
HaLaN_02044	793.980835	749.473267	912.05011	707.629517
HaLaN_02046	829.927124	578.119934	930.432922	730.056213
HaLaN_02049	0	0	19.767664	20.115936
HaLaN_02050	0	0	5.556249	10.242317
HaLaN_02070	0	0	13.985724	39.14661
HaLaN_02072	445.115631	404.613983	610.826233	614.937988
HaLaN_02073	415.289612	443.991669	651.064575	688.585266
HaLaN_02077	0	0	20.030949	12.837112
HaLaN_02081	0	0	62.748196	69.678818
HaLaN_02084	0	0	9.015382	5.98372
HaLaN_02090	0	0	3.402953	7.899711
HaLaN_02092	1393.167114	989.860352	824.195984	919.989075
HaLaN_02093	0	0	15.190092	5.593731
HaLaN_02094	73.373848	26.712307	30.299202	36.364925
HaLaN_02100	101.493057	84.027733	87.956406	93.937164
HaLaN_02102	0	0	9.326097	11.521307
HaLaN_02105	1404.275024	1719.115967	241.152771	213.410156
HaLaN_02106	132.627396	75.741829	60.005882	49.683968
HaLaN_02107	1025.730225	1004.562073	344.814911	277.868195
HaLaN_02109	0	0	56.398365	42.854519
HaLaN_02119	0	0	0.632606	1.195427
HaLaN_02120	0	0	13.791899	12.493484
HaLaN_02122	0	0	1.856305	3.522049
HaLaN_02124	413.9039	277.98819	344.755737	257.971405
HaLaN_02126	0	0	5.479244	2.707689
HaLaN_02127	179.66272	97.844398	62.570793	50.543587
HaLaN_02128	40.401051	64.454498	58.087605	54.057613
HaLaN_02130	0	0	5.202106	3.92548
HaLaN_02132	84.492096	53.592518	44.578354	29.000071
HaLaN_02137	0	0	39.181229	31.567165
HaLaN_02138	0	0	61.483631	61.009697
HaLaN_02150	0	0	70.206543	76.019142
HaLaN_02153	0	0	2.396238	2.971913
HaLaN_02167	0	0	40.686012	35.863686
HaLaN_02168	0	0	6.485172	10.660673
HaLaN_02170	0	0	3.728519	9.469904
HaLaN_02175	10.976216	7.220592	8.995912	4.681121
HaLaN_02177	0	0	2.830158	3.214488
HaLaN_02188	0	0	5.594848	4.946633
HaLaN_02193	0	0	2.294473	3.893406
HaLaN_02198	0	0	13.862722	7.834173
HaLaN_02204	0	0	35.22987	21.625534
HaLaN_02207	0	0	4.247838	3.692186
HaLaN_02210	208.084839	175.604141	81.575089	139.43988
HaLaN_02211	123.863243	118.499031	39.425659	47.28162
HaLaN_02220	0	0	7.070912	16.291355
HaLaN_02221	0	0	13.592683	17.140017
HaLaN_02223	0	0	10.204401	7.468007
HaLaN_02224	46.224628	39.405006	33.220547	31.40682
HaLaN_02229	3045.371826	2700.539307	3653.293213	3274.975098
HaLaN_02232	19.458139	3.465706	2.396803	9.175055
HaLaN_02240	0	0	3.841252	5.499437
HaLaN_02247	0	0	33.664417	45.306309
HaLaN_02255	127.197144	168.334213	109.544258	103.581741
HaLaN_02256	0	0	99.336273	86.829834
HaLaN_02258	365.692474	415.008301	608.03949	599.414124
HaLaN_02259	0	0	51.54781	50.132694
HaLaN_02262	0	0	15.268678	17.348175
HaLaN_02268	0	0	33.80883	50.597801
HaLaN_02270	0	0	27.456755	27.195696
HaLaN_02274	0	0	4.866298	4.940994
HaLaN_02275	0	0	11.000469	12.552364
HaLaN_02287	0	0	11.511349	12.372717
HaLaN_02288	0	0	8.525436	9.603861
HaLaN_02291	0	0	22.03441	24.330448
HaLaN_02300	0	0	11.413875	7.148203
HaLaN_02301	0	0	12.98345	11.988767
HaLaN_02311	0	0	8.007264	6.967577
HaLaN_02324	119.491096	38.347031	32.843697	48.936325
HaLaN_02325	98.533371	150.808105	69.9561	62.720139
HaLaN_02326	0	0	57.896107	57.218643
HaLaN_02327	163.823914	39.042572	91.633148	26.477139
HaLaN_02331	0	0	780.033936	597.788269
HaLaN_02333	0	0	23.72858	26.54006
HaLaN_02334	424.643951	245.507843	378.309509	398.388062
HaLaN_02337	0	0	3.858073	6.781444
HaLaN_02338	0	0	43.750561	36.584068
HaLaN_02341	101.78154	53.736759	69.302315	61.980801
HaLaN_02343	0	0	28.290411	27.505905
HaLaN_02346	0	0	0.497149	4.039549
HaLaN_02359	0	0	15.330743	11.133133
HaLaN_02362	38.822437	64.708778	37.536076	34.627293
HaLaN_02363	85.377686	78.630363	50.340363	43.259995
HaLaN_02367	0	0	1.956952	3.224843
HaLaN_02377	2124.541016	1872.566284	76.62397	67.863213
HaLaN_02380	0	0	5.850526	6.456155
HaLaN_02392	0	0	13.582409	13.303521
HaLaN_02393	3600.326172	3228.703613	3359.45459	3248.865234
HaLaN_02395	0	0	12.512207	12.531906
HaLaN_02397	0	0	0.931801	3.212567
HaLaN_02405	0	0	3.5519	3.159997
HaLaN_02406	0	0	1.961998	2.433379
HaLaN_02409	0	0	20.086029	24.083582
HaLaN_02412	51.775593	36.60458	27.840597	35.003452
HaLaN_02415	0	0	9.192972	7.942219
HaLaN_02420	0	0	6.494621	15.776952
HaLaN_02429	0	0	7.731779	11.545036
HaLaN_02431	0	0	3.454548	7.83036
HaLaN_02433	0	0	5.582904	5.641016
HaLaN_02437	0	0	43.813194	33.363945
HaLaN_02450	0	0	58.815449	54.596706
HaLaN_02453	0	0	24.561119	21.910555
HaLaN_02454	92.753929	118.435776	45.088833	28.85005
HaLaN_02455	785.669495	767.781311	373.298187	311.510681
HaLaN_02467	0	0	4.830778	9.577464
HaLaN_02468	0	0	16.495701	8.931752
HaLaN_02469	0	0	68.26564	57.06815
HaLaN_02472	0	0	31.004074	33.172619
HaLaN_02474	0	0	2.402089	2.162987
HaLaN_02479	0	0	2.1256	3.746867
HaLaN_02487	0	0	14.659306	16.651709
HaLaN_02490	0	0	2.01536	1.804329
HaLaN_02492	0	0	3.060607	1.623314
HaLaN_02495	0	0	2.570662	2.193517
HaLaN_02496	0	0	13.104846	7.590179
HaLaN_02498	0	0	31.176973	22.202946
HaLaN_02501	0	0	44.225246	47.239025
HaLaN_02502	0	0	12.419693	12.219367
HaLaN_02507	0	0	23.948633	16.050697
HaLaN_02509	116.532593	105.894592	34.892197	27.044355
HaLaN_02512	0	0	9.490692	6.369903
HaLaN_02515	0	0	2.977082	3.733268
HaLaN_02517	0	0	8.560953	12.242988
HaLaN_02518	67.773804	105.663986	73.592049	71.160591
HaLaN_02519	105.850494	175.575821	168.611252	252.526779
HaLaN_02521	0	0	39.864632	38.605568
HaLaN_02525	0	0	863.309875	821.394714
HaLaN_02528	0	0	4.558418	6.569123
HaLaN_02529	0	0	6.121043	3.937747
HaLaN_02539	0	0	18.758131	18.493685
HaLaN_02549	315.223999	265.030518	930.854614	1281.990723
HaLaN_02554	0	0	10.86128	11.637671
HaLaN_02562	0	0	14.510815	9.845455
HaLaN_02565	0	0	5.415402	12.037117
HaLaN_02566	0	0	2.597294	12.045229
HaLaN_02573	0	0	72.704948	79.157318
HaLaN_02574	0	0	36.180286	41.413414
HaLaN_02576	0	0	28.606586	15.962972
HaLaN_02581	0	0	18.475342	20.356199
HaLaN_02593	42.69978	30.498491	143.999954	121.484673
HaLaN_02594	0	0	47.280273	52.146954
HaLaN_02603	0	0	13.360032	9.258162
HaLaN_02606	0	0	1.565052	2.389137
HaLaN_02607	0	0	15.701821	26.485886
HaLaN_02608	0	0	5.791873	11.119011
HaLaN_02610	51.469292	67.790817	193.119095	133.856293
HaLaN_02612	28.713234	17.617256	6.081466	2.79786
HaLaN_02618	0	0	29.978441	44.293674
HaLaN_02624	0	0	11.60078	31.276085
HaLaN_02630	0	0	9.507666	13.1934
HaLaN_02631	0	0	5.329515	9.279304
HaLaN_02636	477.061829	525.193481	681.855164	634.747803
HaLaN_02637	132.866837	137.370682	94.998192	116.841286
HaLaN_02647	0	0	3.319188	2.845182
HaLaN_02649	0	0	1.17906	11.454266
HaLaN_02653	0	0	32.836891	31.979136
HaLaN_02657	0	0	112.111359	160.256973
HaLaN_02662	1771.120361	1514.860596	1345.116089	1072.549438
HaLaN_02667	0	0	22.557386	16.130449
HaLaN_02671	0	0	1.194961	2.436845
HaLaN_02672	0	0	26.129692	17.611071
HaLaN_02688	0	0	12.975115	16.824404
HaLaN_02695	0	0	11.620886	7.797904
HaLaN_02713	0	0	13.789922	26.855663
HaLaN_02718	0	0	2.351083	2.187533
HaLaN_02727	0	0	3.187062	5.15426
HaLaN_02730	0	0	18.970165	37.700165
HaLaN_02746	103.469261	102.174362	99.042496	99.712852
HaLaN_02753	446.856354	346.051666	439.914398	475.769775
HaLaN_02763	484.151703	467.991119	210.462189	180.647858
HaLaN_02772	0	0	16.331623	24.178389
HaLaN_02775	385.917969	504.725464	502.332916	566.239624
HaLaN_02779	0	0	20.779533	26.487936
HaLaN_02782	0	0	3.903773	7.954041
HaLaN_02785	119.98291	166.139297	87.815193	85.233994
HaLaN_02788	246.364304	116.074959	150.164124	129.172638
HaLaN_02796	0	0	9.34511	7.758798
HaLaN_02801	96.121437	97.066986	151.655258	173.862
HaLaN_02806	0	0	2.651837	3.608599
HaLaN_02810	0	0	32.922489	18.610712
HaLaN_02812	0	0	3.497631	3.149677
HaLaN_02818	0	0	3.648883	9.709632
HaLaN_02820	0	0	41.72617	35.228703
HaLaN_02825	547.372375	758.348816	1282.636841	1522.991699
HaLaN_02826	1182.15564	1032.724121	1914.783081	2284.111816
HaLaN_02828	0	0	29.106663	21.398422
HaLaN_02831	0	0	8.222904	12.046233
HaLaN_02839	0	0	19.031418	21.158972
HaLaN_02847	79.922806	20.139372	23.358997	30.599531
HaLaN_02852	0	0	5.496816	15.873595
HaLaN_02856	0	0	5.662835	10.056467
HaLaN_02858	0	0	153.605835	126.419975
HaLaN_02862	0	0	27.85379	41.794975
HaLaN_02863	0	0	52.499744	52.898369
HaLaN_02869	0	0	20.04376	15.675445
HaLaN_02871	169.326431	220.154205	179.645096	167.679321
HaLaN_02877	0	0	47.570045	66.740631
HaLaN_02879	77.702187	52.534389	27.343018	29.1068
HaLaN_02885	2787.38916	2842.988525	2451.391602	1866.324829
HaLaN_02889	6.193706	117.14782	0	0
HaLaN_02890	0	0	28.430325	34.328457
HaLaN_02891	0	0	94.099594	57.819744
HaLaN_02893	52.236172	71.644463	76.97467	64.650337
HaLaN_02894	0	0	35.242393	52.101982
HaLaN_02898	288.194305	241.108612	300.036407	243.676468
HaLaN_02900	0	0	3.910213	5.008935
HaLaN_02911	0	0	304.329895	301.559601
HaLaN_02915	0	0	14.12195	9.800318
HaLaN_02919	0	0	9.03807	9.44113
HaLaN_02920	0	0	20.545061	31.048122
HaLaN_02921	0	0	13.278679	21.844833
HaLaN_02923	145.49501	119.585861	162.735886	229.092758
HaLaN_02924	0	0	37.677227	22.460554
HaLaN_02928	242.78714	390.820099	143.216736	158.043945
HaLaN_02931	0	0	55.677525	102.276009
HaLaN_02938	0	0	11.494408	4.006153
HaLaN_02939	0	0	24.11091	18.915136
HaLaN_02940	317.554474	320.733582	316.300812	232.367218
HaLaN_02942	0	0	24.207754	26.871571
HaLaN_02943	0	0	19.139284	28.81205
HaLaN_02944	0	0	4.683851	5.285604
HaLaN_02945	0	0	42.43721	32.313526
HaLaN_02946	0	0	27.17625	33.315426
HaLaN_02949	0	0	36.649685	59.903194
HaLaN_02958	0	0	14.825855	18.786102
HaLaN_02959	0	0	9.688796	12.361567
HaLaN_02972	51.574486	90.685478	34.669693	22.286945
HaLaN_02984	32.977608	20.57312	17.582458	22.084105
HaLaN_02985	24.252014	15.12968	11.993329	12.519838
HaLaN_02989	0	0	19.507603	27.193752
HaLaN_02997	11.207572	10.494193	39.931305	37.563744
HaLaN_02998	141.263794	89.006332	84.706146	111.737938
HaLaN_03000	0	0	11.63099	10.675937
HaLaN_03002	0	0	185.646698	365.686096
HaLaN_03003	0	0	34.271233	26.581034
HaLaN_03008	0	0	45.254677	46.857693
HaLaN_03033	124.900764	85.557556	73.371666	76.657257
HaLaN_03034	307.684479	137.819626	132.022293	124.022461
HaLaN_03036	0	0	7.849335	16.856342
HaLaN_03039	0	0	1.834094	2.883555
HaLaN_03041	0	0	3.936597	4.039047
HaLaN_03042	0	0	3.595549	6.977295
HaLaN_03053	497.401215	485.372742	369.165833	432.867859
HaLaN_03056	1120.245972	694.235718	839.959778	653.989746
HaLaN_03059	0	0	22.709692	32.883823
HaLaN_03060	115.154114	157.068771	79.781174	63.183075
HaLaN_03064	49.347969	35.189995	49.495636	31.343699
HaLaN_03076	0	0	21.370905	41.723938
HaLaN_03082	105.394363	87.987457	77.38002	61.603394
HaLaN_03083	930.400879	842.394531	201.943253	185.182419
HaLaN_03085	0	0	86.636528	122.034584
HaLaN_03087	0	0	19.610325	28.021751
HaLaN_03089	0	0	110.699394	113.595779
HaLaN_03090	0	0	12.360526	13.595301
HaLaN_03093	82.634941	120.766685	72.046768	82.084702
HaLaN_03094	0	0	3.621026	11.769383
HaLaN_03095	0	0	7.273435	5.79339
HaLaN_03100	0	0	6.217243	18.126015
HaLaN_03112	0	0	17.626358	19.00086
HaLaN_03114	0	0	21.261843	17.036308
HaLaN_03122	0	0	9.463942	27.066669
HaLaN_03126	0	0	32.57349	28.924128
HaLaN_03127	0	0	6.706821	18.761709
HaLaN_03130	0	0	7.662648	7.066535
HaLaN_03140	2192.487305	2990.963623	11947.058594	14639.603516
HaLaN_03141	163.271118	183.418533	103.274765	56.172276
HaLaN_03143	0	0	15.088986	18.361309
HaLaN_03145	0	0	1190.208252	1382.723389
HaLaN_03151	0	0	4.263401	6.182099
HaLaN_03153	0	0	22.559158	23.04014
HaLaN_03156	0	0	17.705338	20.293798
HaLaN_03163	0	0	13.229858	28.124746
HaLaN_03167	973.896912	1130.109009	804.162415	657.558838
HaLaN_03186	0	0	39.263332	43.331085
HaLaN_03190	0	0	3.587529	1.608919
HaLaN_03191	0	0	16.497894	10.761263
HaLaN_03196	0	0	36.871655	16.415003
HaLaN_03198	0	0	18.966381	16.452612
HaLaN_03201	18.522284	43.033699	11.021032	9.223531
HaLaN_03205	0	0	21.937735	15.830615
HaLaN_03206	0	0	10.237381	7.090821
HaLaN_03208	0	0	4.88302	5.198817
HaLaN_03209	0	0	4.58149	9.052456
HaLaN_03212	0	0	16.422762	32.183411
HaLaN_03213	0	0	3.897256	3.490847
HaLaN_03214	0	0	13.133578	20.162525
HaLaN_03216	0	0	22.710478	13.414005
HaLaN_03224	0	0	6.424013	15.790548
HaLaN_03225	0	0	7.69266	7.543477
HaLaN_03233	791.356628	1018.0448	358.0625	275.030029
HaLaN_03234	349.317963	389.577332	182.822968	178.762329
HaLaN_03235	584.456726	504.962921	233.255768	274.312958
HaLaN_03236	0	0	87.841072	128.657593
HaLaN_03247	491.58136	452.089569	418.307404	335.462311
HaLaN_03248	0	0	21.415852	18.319069
HaLaN_03254	0	0	9.297873	6.951236
HaLaN_03261	0	0	4.334424	3.256609
HaLaN_03262	0	0	2.628116	3.643362
HaLaN_03264	0	0	0.547551	0.245384
HaLaN_03266	0	0	20.072659	16.661432
HaLaN_03267	0	0	11.900196	11.535005
HaLaN_03269	31.388987	73.172684	10.615957	17.708904
HaLaN_03270	0	0	7.198336	5.952393
HaLaN_03274	0	0	25.593853	29.711491
HaLaN_03277	0	0	8.454186	3.010028
HaLaN_03279	0	0	2.599924	4.754082
HaLaN_03280	0	0	19.389149	4.992723
HaLaN_03281	0	0	18.074179	27.252539
HaLaN_03285	0	0	12.449026	18.42017
HaLaN_03290	443.933807	438.67868	324.564026	328.066376
HaLaN_03294	95.314781	74.638832	10.132158	11.72889
HaLaN_03296	0	0	21.739494	21.973139
HaLaN_03304	15.32163	21.784882	56.203537	69.080635
HaLaN_03308	0	0	85.269455	80.430267
HaLaN_03310	0	0	1.185769	2.358844
HaLaN_03311	0	0	2.223289	3.958667
HaLaN_03313	0	0	2.444888	4.360703
HaLaN_03319	0	0	4.063341	5.658014
HaLaN_03320	0	0	11.639189	7.273188
HaLaN_03327	0	0	31.819101	43.888702
HaLaN_03328	0	0	23.044374	23.877947
HaLaN_03329	0	0	31.827959	37.873692
HaLaN_03341	0	0	5.270604	2.00696
HaLaN_03342	0	0	15.677724	23.589149
HaLaN_03345	0	0	62.891815	54.97121
HaLaN_03347	0	0	11.726374	22.063179
HaLaN_03355	643.780273	670.194824	3102.633789	3566.864258
HaLaN_03357	0	0	14.863432	19.960905
HaLaN_03358	0	0	5.425108	10.872661
HaLaN_03364	890.445923	930.554565	275.889618	293.72226
HaLaN_03365	0	0	7.242318	12.722902
HaLaN_03368	0	0	43.470078	52.622799
HaLaN_03375	0	0	21.72839	47.100796
HaLaN_03388	0	0	4.654934	7.839745
HaLaN_03395	58.273777	135.57312	75.039383	85.297012
HaLaN_03412	0	0	4.582006	5.14781
HaLaN_03413	0	0	45.471256	37.010052
HaLaN_03424	0	0	15.926321	12.534512
HaLaN_03429	160.385284	159.590256	346.255615	337.757812
HaLaN_03438	0	0	20.942387	8.123586
HaLaN_03441	76.330765	46.025085	118.538185	85.194359
HaLaN_03443	0	0	12.646633	11.238269
HaLaN_03447	0	0	27.765856	30.179871
HaLaN_03449	0	0	6.909785	11.834891
HaLaN_03450	0	0	1.876648	7.358856
HaLaN_03451	0	0	4.128139	7.79642
HaLaN_03452	55.168701	44.01675	3.51205	6.012865
HaLaN_03453	0	0	23.19849	22.236519
HaLaN_03454	0	0	7.56031	18.398855
HaLaN_03455	0	0	31.141809	40.514008
HaLaN_03458	180.40799	265.412506	140.048859	130.827347
HaLaN_03463	0	0	5.123661	7.050594
HaLaN_03466	0	0	52.959629	60.88744
HaLaN_03467	0	0	7.194593	13.986862
HaLaN_03469	0	0	18.074226	19.457003
HaLaN_03470	0	0	10.731826	15.428628
HaLaN_03472	0	0	10.621549	14.411887
HaLaN_03483	421.073181	596.430298	86.542862	69.970245
HaLaN_03484	386.5755	987.479614	110.052826	121.960991
HaLaN_03485	0	0	44.634354	22.694273
HaLaN_03486	105.156509	45.687233	103.326523	94.720413
HaLaN_03487	0	0	0.751565	0.26265
HaLaN_03488	522.318726	531.647278	259.517151	227.934189
HaLaN_03495	568.172791	686.771423	487.656677	495.841675
HaLaN_03502	2435.649658	2825.043457	1984.235596	1846.325073
HaLaN_03515	0	0	14.558069	18.003477
HaLaN_03516	0	0	30.28611	29.185465
HaLaN_03518	0	0	14.762435	20.785278
HaLaN_03519	0	0	2.048708	6.353209
HaLaN_03521	0	0	5.060801	0.258653
HaLaN_03526	73.97245	102.576378	0	0
HaLaN_03527	0	0	4.432255	5.379832
HaLaN_03531	0	0	151.167877	120.064453
HaLaN_03544	0	0	6.175029	4.462444
HaLaN_03546	0	0	10.143968	6.093234
HaLaN_03547	59.325409	40.556271	35.563335	32.42997
HaLaN_03549	0	0	1.170965	1.096644
HaLaN_03560	65.403313	72.2341	40.896973	46.299549
HaLaN_03564	0	0	8.193594	8.486231
HaLaN_03568	27.341845	10.268644	18.18774	7.951014
HaLaN_03570	159.8936	176.227798	124.178711	92.851379
HaLaN_03577	0	0	2.102073	4.341994
HaLaN_03578	0	0	15.889671	23.752556
HaLaN_03579	0	0	52.675331	75.072464
HaLaN_03586	71.249146	71.959457	52.691097	54.071251
HaLaN_03591	0	0	5.122006	1.899064
HaLaN_03596	0	0	4.60816	11.822169
HaLaN_03599	0	0	34.907463	28.492035
HaLaN_03613	0	0	13.751088	13.112353
HaLaN_03615	0	0	19.220234	40.255711
HaLaN_03616	0	0	20.766365	26.735664
HaLaN_03620	0	0	19.967186	20.668829
HaLaN_03621	0	0	5.943893	5.251489
HaLaN_03622	0	0	9.72203	6.407554
HaLaN_03623	0	0	5.189935	8.631129
HaLaN_03627	0	0	15.664269	19.911757
HaLaN_03640	1598.140503	1560.714233	1077.898315	990.090515
HaLaN_03642	0	0	6.710097	6.868858
HaLaN_03646	0	0	39.456322	29.047443
HaLaN_03647	0	0	57.721806	54.261124
HaLaN_03648	0	0	7.550854	9.787119
HaLaN_03653	352.399017	401.78186	307.678375	250.281784
HaLaN_03654	159.888367	129.917709	186.207886	166.561203
HaLaN_03656	206.593307	230.144302	263.629059	246.779449
HaLaN_03657	422.053619	202.661224	361.928406	312.344421
HaLaN_03663	0	0	36.278088	28.271999
HaLaN_03665	0	0	56.606052	54.561722
HaLaN_03671	102.62915	56.909763	60.70266	54.257236
HaLaN_03672	0	0	14.149642	8.525292
HaLaN_03675	0	0	11.218266	14.582688
HaLaN_03677	0	0	37.116817	46.992981
HaLaN_03689	565.995056	480.17215	180.610809	160.386169
HaLaN_03697	46.586159	92.695671	183.056183	152.44043
HaLaN_03704	4533.713379	4495.210449	4866.799805	5160.359375
HaLaN_03715	0	0	93.972504	108.565338
HaLaN_03720	140.711044	112.951729	141.785965	146.300613
HaLaN_03741	0	0	0.831335	8.093086
HaLaN_03756	0	0	4.195576	7.630677
HaLaN_03761	0	0	15.215734	7.360972
HaLaN_03766	442.712341	464.835724	864.948425	678.691589
HaLaN_03767	856.876648	697.161438	3685.053223	4359.607422
HaLaN_03770	0	0	19.332335	19.12505
HaLaN_03772	0	0	2.770655	5.008529
HaLaN_03776	0	0	2.345709	1.849368
HaLaN_03778	0	0	14.998148	12.978027
HaLaN_03780	0	0	2.948574	1.787407
HaLaN_03784	0	0	20.572891	29.760307
HaLaN_03786	0	0	18.900927	25.839212
HaLaN_03787	0	0	8.985641	17.157513
HaLaN_03788	0	0	19.263868	21.645805
HaLaN_03789	0	0	6.729812	22.881033
HaLaN_03790	0	0	49.827366	50.175259
HaLaN_03791	0	0	13.466105	11.285621
HaLaN_03794	0	0	2.195461	4.436768
HaLaN_03796	0	0	14.246434	21.920235
HaLaN_03798	0	0	7.335768	13.383587
HaLaN_03804	0	0	0.595964	0.44513
HaLaN_03806	0	0	7.087876	8.3795
HaLaN_03809	85.62587	129.611664	21.121773	20.644209
HaLaN_03810	0	0	9.298415	13.564943
HaLaN_03811	0	0	12.8036	37.982475
HaLaN_03814	0	0	72.065376	65.113762
HaLaN_03815	225.789215	208.202118	459.773712	448.766266
HaLaN_03816	696.081482	850.425171	733.220825	759.123413
HaLaN_03825	0	0	6.40595	22.021038
HaLaN_03829	0	0	2.857915	2.796058
HaLaN_03843	0	0	56.943764	64.75312
HaLaN_03845	0	0	8.260123	4.055633
HaLaN_03852	110.204788	21.113676	101.003922	117.265053
HaLaN_03853	0	0	14.292437	14.607675
HaLaN_03855	0	0	7.72826	7.416359
HaLaN_03860	0	0	4.456247	1.329128
HaLaN_03863	0	0	15.275519	14.949734
HaLaN_03865	227.225952	81.220154	93.141411	105.73317
HaLaN_03867	53.072144	165.029465	68.392365	89.041412
HaLaN_03869	33.464413	39.217762	58.524956	99.900497
HaLaN_03879	156.613083	265.366974	343.092773	408.124664
HaLaN_03887	0	0	108.371902	121.191856
HaLaN_03889	1.987413	1.683306	1.001904	1.636008
HaLaN_03893	10.759718	98.366386	38.328857	22.747999
HaLaN_03902	0	0	23.784698	37.805744
HaLaN_03903	0	0	42.368603	32.641075
HaLaN_03904	0	0	54.811974	51.829731
HaLaN_03913	0	0	3.049976	3.11162
HaLaN_03917	215.024918	271.227692	281.92215	271.726379
HaLaN_03920	0	0	18.130587	19.250265
HaLaN_03923	0	0	26.500143	40.490395
HaLaN_03924	0	0	12.69061	9.792
HaLaN_03925	0	0	2.638555	6.919912
HaLaN_03926	31.241659	22.624922	44.245739	46.468891
HaLaN_03928	164.516769	184.876831	116.297424	122.996758
HaLaN_03930	0	0	34.431831	32.231548
HaLaN_03931	0	0	15.352988	12.784369
HaLaN_03932	0	0	15.658463	13.711158
HaLaN_03936	0	0	83.912659	95.972488
HaLaN_03943	0	0	42.737961	36.989635
HaLaN_03944	957.816406	997.602356	568.095642	399.607269
HaLaN_03952	0	0	5.743238	3.358435
HaLaN_03953	278.714905	166.103134	100.179306	112.853188
HaLaN_03954	0	0	17.814783	26.451639
HaLaN_03955	0	0	14.805542	13.573095
HaLaN_03958	0	0	13.433238	7.545963
HaLaN_03965	0	0	36.499298	46.795879
HaLaN_03968	0	0	13.255915	13.482493
HaLaN_03972	0	0	15.796017	14.412243
HaLaN_03980	0	0	27.77751	43.274696
HaLaN_03986	16.148373	32.630363	23.333555	30.543737
HaLaN_03988	0	0	5.836884	6.516606
HaLaN_03989	309.671173	552.506592	254.83432	187.699203
HaLaN_03990	59.150959	104.11953	155.703918	163.773453
HaLaN_03997	131.120468	278.790833	0	0
HaLaN_03998	684.037476	337.427185	0	0
HaLaN_03999	0	0	72.363197	49.637848
HaLaN_04002	0	0	23.707544	17.159346
HaLaN_04022	0	0	29.38059	27.839224
HaLaN_04037	23.978914	16.470055	28.358227	35.02364
HaLaN_04040	0	0	137.636215	105.686737
HaLaN_04046	0	0	10.173112	12.472976
HaLaN_04049	132.261246	152.453674	75.854729	75.420021
HaLaN_04053	113.641579	186.92868	31.30422	43.025013
HaLaN_04056	0	0	62.574505	65.41423
HaLaN_04066	0	0	4.117127	2.614095
HaLaN_04076	0	0	8.95335	10.661599
HaLaN_04081	0	0	4.838175	8.721111
HaLaN_04082	0	0	6.123407	6.961144
HaLaN_04084	0	0	1.986383	2.607317
HaLaN_04103	0	0	10.402399	14.319503
HaLaN_04105	0	0	65.475311	99.489746
HaLaN_04107	0	0	7.58536	5.220706
HaLaN_04110	0	0	22.844751	30.910763
HaLaN_04113	0	0	410.707825	319.627106
HaLaN_04114	0	0	1473.233398	1552.202393
HaLaN_04121	0	0	11.502145	13.969249
HaLaN_04126	0	0	3.175161	6.35666
HaLaN_04133	0	0	41.600403	31.444004
HaLaN_04141	0	0	12.22372	16.592661
HaLaN_04142	0	0	13.919226	14.228293
HaLaN_04143	0	0	19.907881	13.121387
HaLaN_04144	0	0	4.146697	5.365377
HaLaN_04147	0	0	5.733173	5.484968
HaLaN_04149	0	0	3.836878	4.333675
HaLaN_04152	583.554626	463.20578	318.464111	339.272888
HaLaN_04153	0	0	17.701914	23.172054
HaLaN_04155	0	0	27.020426	26.215929
HaLaN_04156	0	0	5.951918	3.262671
HaLaN_04160	0	0	349.371155	262.069336
HaLaN_04161	0	0	319.959351	267.191162
HaLaN_04166	0	0	7.221741	12.075648
HaLaN_04167	524.708862	479.235199	105.515427	179.03923
HaLaN_04169	0	0	303.204987	325.873566
HaLaN_04176	110.834915	106.76075	230.592316	233.804565
HaLaN_04178	461.041534	321.300323	453.486908	514.089172
HaLaN_04179	0	0	634.586243	510.938995
HaLaN_04185	0	0	5.273839	6.390574
HaLaN_04186	88.775948	15.422704	68.148399	53.232079
HaLaN_04188	801.114502	926.358032	33.774025	26.743931
HaLaN_04194	0	0	3.203279	19.611469
HaLaN_04195	0	0	95.292549	72.491333
HaLaN_04209	1628.670288	1986.75293	3453.224365	4175.542969
HaLaN_04214	0	0	63.652267	53.065182
HaLaN_04215	0	0	5.421527	6.907055
