NO3_4mM_1	NO3_4mM_2	NO3_12mM_1	NO3_12mM_2
HaLaN_22484	45.015732	18.981159	48.55822	51.08746
HaLaN_22487	0	0	2.842092	11.049257
HaLaN_22490	43.383556	77.913864	27.767422	10.622808
HaLaN_22509	0	0	8.122412	12.669024
HaLaN_22511	0	0	17.37562	10.533648
HaLaN_22520	0	0	7.423347	4.143974
HaLaN_22521	0	0	32.538689	43.282318
HaLaN_22530	0	0	4.531289	6.345873
HaLaN_22538	0	0	9.815532	6.945571
HaLaN_22539	118.25029	445.87439	348.630493	356.678894
HaLaN_22540	71.560837	73.55555	27.866678	21.102011
HaLaN_22542	186.435822	286.365723	137.919891	101.553055
HaLaN_22548	392.517151	310.031708	433.83905	425.656128
HaLaN_22550	0	0	22.063145	15.61721
HaLaN_22556	184.950104	228.474319	173.529755	180.996857
HaLaN_22560	0	0	24.76338	17.894968
HaLaN_22562	0	0	6.653086	6.358001
HaLaN_22567	0	0	27.274725	23.993542
HaLaN_22568	32.83926	5.393177	21.546673	24.543541
HaLaN_22575	0	0	11.017554	14.829213
HaLaN_22580	0	0	23.406759	19.286018
HaLaN_22589	0	0	43.664993	51.184765
HaLaN_22594	0	0	6.205345	10.822228
HaLaN_22603	263.308655	177.695923	24.161419	20.55858
HaLaN_22604	0	0	80.080208	53.723209
HaLaN_22608	28.435591	222.610214	66.341667	96.884125
HaLaN_22609	129.605362	159.305923	172.036835	177.089966
HaLaN_22612	0	0	4.287492	1.921423
HaLaN_22620	0	0	5.114403	4.154418
HaLaN_22621	0	0	13.546832	13.071339
HaLaN_22627	0	0	12.331676	12.016663
HaLaN_22628	0	0	52.545506	51.227928
HaLaN_22633	0	0	4.382771	11.544466
HaLaN_22635	0	0	31.048769	28.536495
HaLaN_22648	0	0	4.270425	4.026578
HaLaN_22649	0	0	5.731153	3.759963
HaLaN_22650	0	0	98.311867	106.529884
HaLaN_22654	26.532169	84.257355	19.672525	27.969423
HaLaN_22661	0	0	6.227888	8.767455
HaLaN_22662	0	0	18.512541	8.781197
HaLaN_22663	0	0	21.738552	19.198702
HaLaN_22676	0	0	12.031119	8.632625
HaLaN_22679	0	0	7.487413	13.611573
HaLaN_22680	67.986313	70.806458	93.001122	75.946838
HaLaN_22681	280.633881	326.376953	97.432343	73.079567
HaLaN_22682	159.012894	205.384796	61.236069	43.637531
HaLaN_22683	0	0	61.007118	34.911297
HaLaN_22687	139.399841	187.235291	149.228287	87.109337
HaLaN_22692	0	0	8.474284	11.698047
HaLaN_22693	0	0	9.571443	14.958006
HaLaN_22700	0	0	12.183619	13.093901
HaLaN_22703	0	0	22.128254	36.400078
HaLaN_22708	625.693359	595.425476	734.517944	671.838379
HaLaN_22709	0	0	59.95195	45.068596
HaLaN_22710	16.086666	24.26786	54.51878	64.646759
HaLaN_22715	0	0	34.363228	28.43759
HaLaN_22729	0	0	107.965454	69.171295
HaLaN_22731	0	0	11.086982	6.496499
HaLaN_22740	0	0	8.471771	4.846714
HaLaN_22742	0	0	10.255803	20.306114
HaLaN_22743	2699.744141	2729.566895	2659.196289	2695.962891
HaLaN_22746	0	0	7.182356	8.204086
HaLaN_22752	0	0	21.380898	15.025012
HaLaN_22753	0	0	45.291817	50.275219
HaLaN_22754	0	0	77.2612	68.466721
HaLaN_22761	0	0	11.898161	10.12286
HaLaN_22763	0	0	8.2614	7.886448
HaLaN_22773	3.97076	18.021795	20.388327	12.221847
HaLaN_22774	0	0	12.322755	15.636381
HaLaN_22775	0	0	5.255909	1.104099
HaLaN_22777	0	0	19.372519	36.086655
HaLaN_22779	148.239792	180.642471	130.408524	138.392685
HaLaN_22780	909.946167	833.306702	865.942688	790.594666
HaLaN_22785	607.354736	514.589355	587.858582	540.95166
HaLaN_22789	0	0	502.991669	487.67804
HaLaN_22798	0	0	8.565637	9.467369
HaLaN_22802	25.735609	77.100243	77.283684	59.696312
HaLaN_22803	0	0	12.582112	12.638427
HaLaN_22812	0	0	38.509224	18.953951
HaLaN_22823	0	0	5.738682	3.098833
HaLaN_22828	949.379578	755.21283	1241.544434	1614.51355
HaLaN_22829	104.201561	123.959763	155.946182	112.83419
HaLaN_22836	0	0	36.388069	53.633099
HaLaN_22838	0	0	78.060852	65.58651
HaLaN_22842	0	0	8.901936	11.027312
HaLaN_22845	0	0	4.74619	14.003571
HaLaN_22861	0	0	13.88692	8.517998
HaLaN_22865	0	0	9.137465	6.76837
HaLaN_22869	306.321198	274.492065	509.007843	431.648285
HaLaN_22876	0	0	5.495351	6.035714
HaLaN_22879	0	0	45.624325	35.709393
HaLaN_22883	0	0	3.449497	5.064875
HaLaN_22887	0	0	12.004974	27.023787
HaLaN_22891	0	0	6.320381	19.284534
HaLaN_22892	0	0	12.930873	11.819272
HaLaN_22893	0	0	6.050017	1.673636
HaLaN_22903	0	0	3.357475	21.900417
HaLaN_22906	23.91238	49.108891	19.535221	17.356571
HaLaN_22912	0	0	12.886067	3.177707
HaLaN_22913	0	0	8.665368	8.42973
HaLaN_22915	328.466034	621.580139	108.123741	35.960926
HaLaN_22928	0	0	1.573314	3.259033
HaLaN_22933	0	0	21.178186	23.965462
HaLaN_22935	0	0	4.160815	8.474598
HaLaN_22940	112.633995	60.79789	27.471729	25.282431
HaLaN_22947	0	0	15.236859	8.570903
HaLaN_22948	0	0	14.325749	11.526714
HaLaN_22952	206.187912	358.849274	2895.204346	2236.770264
HaLaN_22954	0	0	12.162934	14.485765
HaLaN_22956	0	0	24.714909	23.587284
HaLaN_22972	0	0	29.282906	29.149326
HaLaN_22976	0	0	11.440036	16.658648
HaLaN_22977	0	0	11.572498	9.695718
HaLaN_22978	0	0	10.494875	13.284306
HaLaN_22980	0	0	61.824329	76.421272
HaLaN_22987	0	0	5.259315	5.278281
HaLaN_22990	0	0	6.90133	9.702828
HaLaN_22991	0	0	11.345674	15.238617
HaLaN_22993	29.345308	51.754452	33.582386	33.455769
HaLaN_22997	0	0	7.118895	8.909032
HaLaN_23005	0	0	20.437286	20.850838
HaLaN_23006	0	0	14.629004	15.000772
HaLaN_23008	0	0	44.57613	63.754551
HaLaN_23011	246.959839	286.499817	56.849915	50.181068
HaLaN_23012	266.763794	272.930511	89.942223	73.278419
HaLaN_23016	0	0	178.417938	192.094559
HaLaN_23018	0	0	6.006174	4.759691
HaLaN_23020	0	0	9.284442	10.401965
HaLaN_23030	0	0	22.250191	38.372921
HaLaN_23031	0	0	23.510693	27.312269
HaLaN_23036	88.577911	142.172836	66.853516	75.76902
HaLaN_23038	97.436874	111.929276	73.704636	129.624847
HaLaN_23045	0	0	6.520807	6.63481
HaLaN_23055	0	0	24.250971	22.991241
HaLaN_23064	0	0	10.297608	8.089795
HaLaN_23065	0	0	3.110089	13.569671
HaLaN_23076	0	0	6.810359	7.502234
HaLaN_23077	0	0	27.260689	17.303652
HaLaN_23078	0	0	11.379327	2.175728
HaLaN_23080	0	0	4.275422	4.758242
HaLaN_23084	133.222824	72.946365	44.630737	34.206753
HaLaN_23086	0	0	60.549828	70.62767
HaLaN_23094	0	0	35.137718	49.050495
HaLaN_23095	0	0	22.551369	23.342146
HaLaN_23096	0	0	17.161139	12.784369
HaLaN_23099	0	0	10.639751	13.333844
HaLaN_23104	0	0	14.520327	12.275049
HaLaN_23115	0	0	17.151566	10.176651
HaLaN_23116	0	0	1.073266	2.517587
HaLaN_23119	0	0	33.947613	43.262016
HaLaN_23129	0	0	4.469896	1.984627
HaLaN_23133	44.066341	36.307045	32.947403	18.380102
HaLaN_23134	0	0	161.427658	163.364471
HaLaN_23136	1655.482422	1283.741821	1373.050781	1622.468628
HaLaN_23138	575.716187	431.009308	584.3302	443.882904
HaLaN_23139	0	0	6.628008	7.347923
HaLaN_23141	0	0	20.619675	42.949036
HaLaN_23151	0	0	47.364891	16.488432
HaLaN_23156	0	0	21.145374	20.592741
HaLaN_23158	0	0	1.773692	1.668313
HaLaN_23159	0	0	23.830511	38.02903
HaLaN_23170	0	0	14.787762	13.906505
HaLaN_23175	569.270752	507.450592	447.864716	422.429138
HaLaN_23188	0	0	2.056676	2.275147
HaLaN_23192	0	0	6.706928	6.55089
HaLaN_23193	0	0	18.880312	45.316051
HaLaN_23209	0	0	13.676294	22.404755
HaLaN_23210	0	0	3.165323	3.847556
HaLaN_23213	0	0	16.803896	17.941769
HaLaN_23224	36.473198	50.128208	43.566303	20.221041
HaLaN_23227	210.2603	113.13221	216.443756	175.777206
HaLaN_23231	418.864807	413.736084	323.823944	212.508102
HaLaN_23232	125.839142	152.115814	95.642677	81.83078
HaLaN_23237	0	0	13.620537	16.071407
HaLaN_23241	0	0	37.40102	56.607357
HaLaN_23251	0	0	26.943792	28.240181
HaLaN_23257	0	0	104.044449	97.395576
HaLaN_23278	0	0	17.486345	15.945793
HaLaN_23280	0	0	51.809868	32.370525
HaLaN_23285	0	0	64.591614	69.860062
HaLaN_23290	0	0	26.172026	20.577267
HaLaN_23295	0	0	79.311867	64.578308
HaLaN_23297	0	0	10.297359	12.331355
HaLaN_23298	0	0	32.492737	53.810474
HaLaN_23300	206.983246	144.24884	154.567368	134.499313
HaLaN_23301	230.198166	206.573151	147.084625	120.734566
HaLaN_23305	0	0	9.99098	8.406221
HaLaN_23315	0	0	50.494987	55.403069
HaLaN_23321	212.408646	147.864914	119.288948	122.078682
HaLaN_23324	62.184582	25.082788	16.380886	16.384222
HaLaN_23341	0	0	19.264629	25.711634
HaLaN_23345	0	0	29.114264	23.615101
HaLaN_23346	0	0	10.750476	11.155477
HaLaN_23349	180.88327	138.320938	167.505035	178.430099
HaLaN_23355	0	0	7.932702	14.325102
HaLaN_23360	103.453194	124.622681	82.153557	72.608536
HaLaN_23362	0	0	75.755226	63.548801
HaLaN_23365	0	0	0.66939	5.668135
HaLaN_23369	0	0	14.150666	9.576804
HaLaN_23373	55.08947	289.449402	175.52327	151.545227
HaLaN_23375	51.549805	106.170425	10.880204	3.423908
HaLaN_23381	0	0	35.330883	34.901726
HaLaN_23382	0	0	24.127289	36.533142
HaLaN_23388	5334.103027	5920.814453	16190.651367	19017.771484
HaLaN_23397	232.656647	357.4216	25.511805	38.989498
HaLaN_23398	0	0	10.286367	13.455616
HaLaN_23401	169.349426	41.121738	133.773972	122.724297
HaLaN_23403	0	0	2.245781	7.894537
HaLaN_23405	0	0	28.589987	50.654026
HaLaN_23420	0	0	28.0676	15.225842
HaLaN_23422	0	0	79.506889	51.778305
HaLaN_23423	72.796204	83.350601	29.161671	56.131504
HaLaN_23442	334.76825	304.346252	297.02063	252.861023
HaLaN_23445	0	0	20.571775	26.16441
HaLaN_23448	0	0	25.223866	21.965281
HaLaN_23449	448.440674	307.772797	51.913456	32.68885
HaLaN_23451	48.435635	43.151253	38.577217	42.406322
HaLaN_23456	0	0	1.208269	2.281241
HaLaN_23464	0	0	56.475891	31.756563
HaLaN_23465	0	0	23.772697	15.432949
HaLaN_23466	82.802177	123.001328	76.798828	70.348328
HaLaN_23467	0	0	5.217544	7.203759
HaLaN_23470	0	0	3.359177	4.173338
HaLaN_23471	0	0	5.457231	3.482438
HaLaN_23478	0	0	2.232064	10.901531
HaLaN_23482	3278.756104	3195.361816	2560.270264	2638.832764
HaLaN_23483	0	0	48.031178	46.525188
HaLaN_23485	69.99353	46.689053	83.582031	89.729767
HaLaN_23486	144.163971	165.882095	178.740707	143.122055
HaLaN_23487	3313.023682	2796.74585	2291.849854	2681.129883
HaLaN_23488	4490.090332	3554.300537	4045.527832	4214.381348
HaLaN_23494	0	0	781.454285	643.740662
HaLaN_23498	0	0	7.0729	12.395923
HaLaN_23500	0	0	10.760534	7.677664
HaLaN_23503	0	0	27.198767	34.624046
HaLaN_23505	3194.820801	3222.330566	3046.718994	2966.211914
HaLaN_23506	0	0	23.131292	34.633293
HaLaN_23511	228.322266	302.17981	98.700569	114.437241
HaLaN_23522	0	0	4.536277	4.552346
HaLaN_23523	0	0	6.530339	4.899205
HaLaN_23524	1427.623535	1137.562256	1653.678467	1342.631958
HaLaN_23526	0	0	5.798501	6.561166
HaLaN_23529	0	0	119.891777	76.491692
HaLaN_23535	0	0	1.203163	3.852038
HaLaN_23537	0	0	2.24104	4.263725
HaLaN_23544	0	0	62.054268	77.632576
HaLaN_23545	0	0	53.007759	28.885916
HaLaN_23548	0	0	19.813906	27.470156
HaLaN_23551	479.910431	606.892883	863.483826	819.555481
HaLaN_23552	257.897888	405.093811	259.432251	212.52774
HaLaN_23556	622.708191	689.870605	373.912445	300.449066
HaLaN_23567	0	0	69.099319	56.206299
HaLaN_23568	0	0	0.750489	3.599967
HaLaN_23570	0	0	10.985211	14.053089
HaLaN_23571	0	0	36.181183	29.501333
HaLaN_23578	415.22403	237.518234	28.284327	5.853821
HaLaN_23580	0	0	38.890644	27.60396
HaLaN_23588	0	0	5.048145	4.86676
HaLaN_23590	0	0	8.303267	3.374819
HaLaN_23599	0	0	0.990994	6.798582
HaLaN_23605	0	0	19.661884	22.399145
HaLaN_23606	0	0	157.564728	145.169434
HaLaN_23610	0	0	41.082558	32.875847
HaLaN_23621	0	0	2.644117	6.157509
HaLaN_23624	0	0	29.001661	20.236965
HaLaN_23628	0	0	79.118164	62.986462
HaLaN_23630	0	0	3.766632	6.782734
HaLaN_23642	0	0	40.160099	27.42131
HaLaN_23659	1340.387573	2027.02771	43.862228	39.640537
HaLaN_23660	0	0	37.144623	33.823299
HaLaN_23664	288.529999	149.444962	115.75	93.182655
HaLaN_23667	0	0	12.092493	12.077861
HaLaN_23668	0	0	15.673584	8.566583
HaLaN_23672	445.120178	455.819031	266.109253	262.988678
HaLaN_23675	218.18898	498.152008	328.868622	284.360046
HaLaN_23676	0	0	50.547142	56.5625
HaLaN_23680	0	0	46.881058	48.652576
HaLaN_23683	0	0	4.116241	3.104758
HaLaN_23685	0	0	47.510735	39.725735
HaLaN_23690	0	0	19.740135	26.732054
HaLaN_23694	0	0	1.447969	4.261117
HaLaN_23696	3726.462402	4189.543945	256.041718	245.935822
HaLaN_23698	302.0466	550.290344	177.529968	113.91259
HaLaN_23702	0	0	156.365509	153.93454
HaLaN_23704	0	0	178.764679	168.981918
HaLaN_23705	0	0	24.142275	14.16319
HaLaN_23706	0	0	2.224365	4.577602
HaLaN_23709	0	0	3.099969	3.653474
HaLaN_23711	0	0	17.582472	19.165762
HaLaN_23713	233.975357	248.760086	225.004578	206.573532
HaLaN_23722	195.914444	121.995155	107.53492	97.906601
HaLaN_23723	0	0	37.84848	43.130398
HaLaN_23726	0	0	31.901997	30.721361
HaLaN_23727	0	0	27.016497	33.143005
HaLaN_23736	0	0	9.520494	11.799492
HaLaN_23738	0	0	41.961685	83.805061
HaLaN_23742	0	0	2.119634	4.020113
HaLaN_23746	12.292721	40.325871	17.520531	14.928665
HaLaN_23748	0	0	10.877619	6.642663
HaLaN_23764	0	0	0.623534	1.148163
HaLaN_23767	0	0	25.953552	16.425791
HaLaN_23768	0	0	10.79272	10.901788
HaLaN_23770	25.539206	40.809448	18.086441	27.89538
HaLaN_23771	148.620331	209.207794	75.640732	62.013588
HaLaN_23776	463.656708	624.239258	139.076172	90.418007
HaLaN_23777	455.930145	432.717255	178.547272	117.207794
HaLaN_23778	355.202789	290.129761	208.896484	194.706284
HaLaN_23784	14.552176	42.395317	11.905129	14.086004
HaLaN_23790	0	0	2.389998	6.683682
HaLaN_23792	0	0	31.47282	34.590721
HaLaN_23803	938.45343	719.371094	206.583908	171.803528
HaLaN_23813	255.557251	478.505981	120.064156	101.352196
HaLaN_23823	0	0	17.485825	19.785366
HaLaN_23826	0	0	8.949986	6.272072
HaLaN_23845	0	0	117.937012	56.777653
HaLaN_23847	0	0	4.438737	13.414434
HaLaN_23849	0	0	0.478459	1.586986
HaLaN_23853	0	0	10.481032	15.202184
HaLaN_23854	2186.455811	2967.749756	569.362122	638.597534
HaLaN_23856	0	0	21.24345	18.553905
HaLaN_23865	0	0	20.565166	27.750654
HaLaN_23866	0	0	37.390995	30.386049
HaLaN_23867	106.823677	144.193848	49.52145	50.832184
HaLaN_23868	719.894836	646.276062	138.136169	67.977173
HaLaN_23873	0	0	32.653049	19.705784
HaLaN_23877	0	0	87.060066	78.601456
HaLaN_23878	0	0	0.53167	0.580078
HaLaN_23883	0	0	20.821125	15.507264
HaLaN_23897	0	0	10.744451	14.345436
HaLaN_23899	0	0	3.923995	6.878355
HaLaN_23900	0	0	53.063614	39.96978
HaLaN_23906	0	0	6.363185	17.76469
HaLaN_23917	0	0	10.266447	38.583904
HaLaN_23918	0	0	16.223827	12.615651
HaLaN_23934	1449.570679	1344.69873	2933.762939	2590.2229
HaLaN_23936	0	0	64.889221	86.980377
HaLaN_23940	2906.390381	3643.421143	5112.49707	4569.54834
HaLaN_23942	0	0	135.128128	134.238831
HaLaN_23949	147.823532	157.478394	147.277893	144.581512
HaLaN_23951	0	0	118.234901	99.411041
HaLaN_23964	0	0	36.194687	47.480862
HaLaN_23969	0	0	8.143701	7.335261
HaLaN_23973	0	0	1309.71521	1276.683105
HaLaN_23981	0	0	7.356911	2.62553
HaLaN_23982	0	0	11.789839	5.750538
HaLaN_23983	0	0	9.373096	12.854958
HaLaN_23986	1374.910645	1477.390869	314.657745	253.760956
HaLaN_24004	0	0	5.078248	4.039976
HaLaN_24009	0	0	1.160795	0.977313
HaLaN_24012	0	0	0.777696	3.772522
HaLaN_24022	0	0	20.767206	39.990322
HaLaN_24025	0	0	16.874958	13.30316
HaLaN_24028	0	0	1.676564	6.623455
HaLaN_24030	0	0	1.107941	2.621124
HaLaN_24031	0	0	10.650711	11.4673
HaLaN_24034	18.622383	31.866461	27.988541	33.110233
HaLaN_24036	0	0	41.996441	37.522114
HaLaN_24040	0	0	85.380974	78.713997
HaLaN_24041	9.137259	29.402273	17.225555	2.004221
HaLaN_24044	97.331017	112.089394	157.591629	138.499054
HaLaN_24050	0	0	27.388124	29.139175
HaLaN_24067	121.854492	114.618217	55.390511	61.689976
HaLaN_24068	0	0	3.675858	3.88608
HaLaN_24069	0	0	56.231987	34.736721
HaLaN_24073	0	0	14.027682	4.283625
HaLaN_24077	0	0	19.692366	15.783751
HaLaN_24082	0	0	7.739306	3.200883
HaLaN_24085	0	0	21.596117	12.17243
HaLaN_24090	260.03833	314.794128	467.014191	519.476257
HaLaN_24091	371.88089	326.798187	836.16156	685.419128
HaLaN_24100	0	0	27.124979	24.740593
HaLaN_24102	0	0	32.701515	43.747108
HaLaN_24105	0	0	13.663766	11.227021
HaLaN_24106	459.429138	352.336487	428.619293	396.51001
HaLaN_24119	309.672943	408.901642	356.104523	249.600082
HaLaN_24125	0	0	106.274048	102.229492
HaLaN_24131	0	0	35.402824	15.745071
HaLaN_24135	0	0	48.477978	59.01757
HaLaN_24137	2339.95459	1922.098145	2206.078857	2584.261475
HaLaN_24141	320.005981	434.136627	252.780136	211.776474
HaLaN_24146	61.372398	46.485947	68.362663	79.672142
HaLaN_24149	0	0	20.777367	24.491638
HaLaN_24152	222.322433	130.388306	111.354408	77.952423
HaLaN_24157	0	0	2.72612	9.727257
HaLaN_24162	0	0	5.617555	25.184299
HaLaN_24166	0	0	27.670307	34.271473
HaLaN_24171	0	0	27.434475	13.132648
HaLaN_24173	0	0	0.678694	1.061837
HaLaN_24179	0	0	13.294713	12.256288
HaLaN_24185	11.242265	23.565935	31.277466	30.653027
HaLaN_24188	53.658474	21.602129	65.529892	72.797073
HaLaN_24193	38.145123	6.977098	0	0
HaLaN_24195	0	0	6.346927	5.056021
HaLaN_24199	0	0	43.127598	44.151943
HaLaN_24207	0	0	5.912429	10.876436
HaLaN_24209	0	0	6.407788	4.16025
HaLaN_24215	0	0	55.410015	66.827644
HaLaN_24224	328.833435	308.064331	168.155106	142.75351
HaLaN_24225	0	0	16.739328	12.735829
HaLaN_24234	0	0	32.786659	43.991592
HaLaN_24236	112.322868	67.194283	38.405548	43.204655
HaLaN_24237	0	0	43.492641	60.638554
HaLaN_24243	0	0	733.240967	604.050476
HaLaN_24252	0	0	4.194205	8.103831
HaLaN_24268	0	0	120.135452	133.550995
HaLaN_24272	32.595947	50.876915	30.190077	29.382093
HaLaN_24273	0	0	26.268261	14.544885
HaLaN_24276	0	0	16.009068	14.461721
HaLaN_24277	0	0	37.985596	71.794853
HaLaN_24278	0	0	52.344051	69.045593
HaLaN_24286	0	0	2.03694	5.478393
HaLaN_24290	0	0	51.805428	47.463741
HaLaN_24296	0	0	4.898009	3.479541
HaLaN_24303	0	0	15.489122	12.597956
HaLaN_24316	0	0	17.432503	21.095083
HaLaN_24317	93.347534	110.017258	78.106827	90.33683
HaLaN_24319	0	0	29.304487	23.530544
HaLaN_24324	1587.511353	1600.432495	1425.99353	1422.033447
HaLaN_24332	0	0	26.47434	23.84712
HaLaN_24354	440.733826	426.006836	553.197937	670.073547
HaLaN_24361	0	0	26.06492	27.756237
HaLaN_24367	6.390068	13.24614	2.282161	2.935289
HaLaN_24369	0	0	4.691707	6.709984
HaLaN_24372	0	0	70.917961	69.139442
HaLaN_24384	0	0	54.753841	41.411278
HaLaN_24387	0	0	31.580559	35.806038
HaLaN_24394	0	0	3.365383	2.920056
HaLaN_24398	0	0	12.800787	18.306286
HaLaN_24400	0	0	25.72966	27.468319
HaLaN_24401	0	0	20.537573	34.441948
HaLaN_24404	112.213097	66.367805	44.885452	41.218315
HaLaN_24411	0	0	26.914909	32.142143
HaLaN_24415	0	0	60.502254	34.957558
HaLaN_24416	0	0	0.712024	2.176402
HaLaN_24417	0	0	28.503443	23.468998
HaLaN_24419	646.631531	595.217957	518.727112	420.958069
HaLaN_24421	3712.104248	5421.030762	4084.044922	4324.809082
HaLaN_24423	17.574619	32.635235	15.751037	14.069952
HaLaN_24427	0	0	14.334887	27.429283
HaLaN_24436	11082.208008	14648.542969	0	0
HaLaN_24440	248.774109	164.358185	85.606873	82.713844
HaLaN_24441	62.483948	59.760426	125.760422	139.826248
HaLaN_24442	0	0	93.841255	57.388405
HaLaN_24451	130.458771	92.544685	61.657467	72.824913
HaLaN_24457	0	0	54.096367	46.291061
HaLaN_24464	0	0	60.795662	32.990543
HaLaN_24469	0	0	19.293812	20.248274
HaLaN_24480	0	0	11.180565	14.964321
HaLaN_24481	101.790108	81.029076	0	0
HaLaN_24486	98.445953	51.699539	36.597004	26.136271
HaLaN_24494	0	0	43.461571	30.098114
HaLaN_24503	0	0	16.372915	13.388396
HaLaN_24504	0	0	5.201559	1.986698
HaLaN_24520	0	0	14.982911	4.584858
HaLaN_24524	40.66153	80.808548	44.650646	47.755627
HaLaN_24526	0	0	103.328758	92.89637
HaLaN_24528	0	0	92.930038	62.070084
HaLaN_24530	0	0	70.009262	43.732529
HaLaN_24541	0	0	10.927413	16.570915
HaLaN_24564	0	0	60.233601	44.900597
HaLaN_24567	0	0	57.437798	42.152508
HaLaN_24568	0	0	1.624242	9.902796
HaLaN_24571	1466.879639	1267.226562	843.151978	772.846863
HaLaN_24581	0	0	8.265159	18.148407
HaLaN_24582	31.556789	28.459339	23.19348	25.820862
HaLaN_24583	0	0	39.448086	23.522671
HaLaN_24596	0	0	25.24822	46.715672
HaLaN_24599	0	0	10.352319	8.498786
HaLaN_24603	0	0	4.846435	2.108928
HaLaN_24610	0	0	2.0042	4.255446
HaLaN_24613	0	0	36.545635	28.977684
HaLaN_24616	0	0	34.065426	21.3636
HaLaN_24617	0	0	30.741188	55.965611
HaLaN_24620	0	0	54.405239	46.383484
HaLaN_24624	0	0	287.374847	313.311951
HaLaN_24628	0	0	6.751486	8.084928
HaLaN_24629	0	0	1.045613	4.100137
HaLaN_24630	0	0	14.438522	12.772153
HaLaN_24633	0	0	25.417894	17.208441
HaLaN_24637	0	0	21.871216	8.142167
HaLaN_24639	0	0	2.689084	0.983011
HaLaN_24642	0	0	3.193197	7.217691
HaLaN_24644	0	0	19.002455	5.64926
HaLaN_24657	0	0	40.903984	37.86731
HaLaN_24663	265.753723	259.941467	247.699112	234.758408
HaLaN_24665	0	0	120.866798	107.884048
HaLaN_24675	0	0	25.773184	12.901041
HaLaN_24677	155.183487	269.128418	82.998619	71.383453
HaLaN_24681	0	0	15.941746	10.702666
HaLaN_24682	0	0	26.876083	14.71591
HaLaN_24683	0	0	49.635765	47.684307
HaLaN_24700	0	0	3.203826	5.200581
HaLaN_24706	0	0	5.670188	3.80768
HaLaN_24707	0	0	3.503626	3.502265
HaLaN_24710	0	0	2.657706	5.797604
HaLaN_24711	0	0	4.629848	5.572917
HaLaN_24725	0	0	64.02916	46.219612
HaLaN_24726	0	0	13.946103	13.989946
HaLaN_24727	144.505234	96.922531	167.87326	158.606857
HaLaN_24736	0	0	51.571487	34.314747
HaLaN_24737	0	0	445.904694	423.350861
HaLaN_24741	153.275833	101.550827	71.030334	57.946415
HaLaN_24742	178.920151	236.367691	162.983032	152.617752
HaLaN_24751	124.965988	43.383537	98.579994	92.961594
HaLaN_24752	73.369469	96.115395	135.515427	115.693085
HaLaN_24757	510.735443	445.35733	228.273743	204.535049
HaLaN_24764	0	0	21.511433	27.864384
HaLaN_24765	0	0	13.973312	23.91745
HaLaN_24768	0	0	7.862271	11.755095
HaLaN_24769	0	0	9.036874	11.115333
HaLaN_24770	105.945091	77.202461	78.183395	82.923111
HaLaN_24774	0	0	51.91407	35.919506
HaLaN_24780	0	0	3.973187	7.685359
HaLaN_24784	0	0	18.846199	15.910746
HaLaN_24785	654.887634	665.702087	983.23114	971.15387
HaLaN_24793	0	0	92.673264	176.829285
HaLaN_24805	0	0	18.628862	11.59911
HaLaN_24811	0	0	52.086308	36.719395
HaLaN_24812	0	0	12.578888	18.112865
HaLaN_24827	0	0	7.613899	5.028984
HaLaN_24833	0	0	52.808254	44.857948
HaLaN_24834	2176.957764	1817.353516	1499.535889	1484.574707
HaLaN_24835	0	0	22.694689	24.862684
HaLaN_24845	0	0	43.750401	36.95924
HaLaN_24846	0	0	11.031399	21.530067
HaLaN_24849	309.759338	423.629791	0	0
HaLaN_24860	0	0	15.816504	21.251516
HaLaN_24861	46.909664	38.163757	40.85339	71.454453
HaLaN_24862	0	0	26.016977	23.860998
HaLaN_24867	0	0	2.461193	2.882071
HaLaN_24871	309.791046	529.088562	176.828323	125.134346
HaLaN_24872	427.247192	465.47406	217.112671	173.842255
HaLaN_24873	0	0	211.611938	186.678177
HaLaN_24875	0	0	2.132463	1.613994
HaLaN_24876	0	0	43.15958	45.366367
HaLaN_24877	0	0	32.747021	61.660877
HaLaN_24878	0	0	7.877132	10.601475
HaLaN_24880	0	0	3.977332	6.076262
HaLaN_24882	0	0	33.664124	20.63707
HaLaN_24888	0	0	24.246653	25.744087
HaLaN_24906	0	0	25.535765	21.058439
HaLaN_24907	0	0	38.226364	33.606949
HaLaN_24908	0	0	39.343075	39.877583
HaLaN_24910	0	0	4.850694	4.719283
HaLaN_24911	47.88961	85.709244	49.791451	43.686691
HaLaN_24917	0	0	42.078289	44.785244
HaLaN_24919	225.920212	198.318359	179.166275	144.944092
HaLaN_24922	0	0	19.662115	21.980362
HaLaN_24927	221.493622	274.789307	144.045197	151.107315
HaLaN_24930	0	0	12.102063	11.680223
HaLaN_24933	0	0	2.312582	14.17548
HaLaN_24934	0	0	18.837225	21.575968
HaLaN_24937	0	0	14.915326	23.355385
HaLaN_24938	0	0	2.661469	4.6963
HaLaN_24948	0	0	52.158825	48.686554
HaLaN_24949	0	0	18.404865	17.930737
HaLaN_24953	0	0	161.4487	105.508202
HaLaN_24957	14.819828	30.244478	34.772602	39.760399
HaLaN_24963	29.959024	27.154799	34.082985	22.557579
HaLaN_24964	0	0	19.795195	21.679413
HaLaN_24969	0	0	16.182493	51.425423
HaLaN_24981	156.505402	113.999146	46.508358	37.442028
HaLaN_24988	0	0	40.920761	42.482204
HaLaN_24992	0	0	9.167767	9.794777
